"csd_ref","name","asa_grav [m²/g]","asa_vol [m²/cm³]","av_vf","pore_volume [cm³/g]","density [g/cm³]","nexc [wt. %]","uptake_grav [wt. %]","uptake_vol [g H2/L]","metal1","metal2","metal3","oms","lcd [Å]","pld [Å]","LFPD [Å]","symmetry_space_group","cell_length_a","cell_length_b","cell_length_c","cell_angle_alpha","cell_angle_beta","cell_angle_gamma","cell_volume [Å³]","cas1","norm_name1","name1","mol_mass1 [g/mol]","smile_cam1","smile_can1","linker1","vendor_name1","max_amount1 [g]","rel_price1 [€/g]","min_purity1","cas2","norm_name2","name2","mol_mass2 [g/mol]","smile_cam2","smile_can2","linker2","vendor_name2","max_amount2 [g]","rel_price2 [g/€]","min_purity2","cas3","norm_name3","name3","mol_mass3 [g/mol]","smile_cam3","smile_can3","linker3","vendor_name3","max_amount3 [g]","rel_price3 [€/g]","min_purity3"
"ODUNEH","",2169.69,2093.57,0.64,0.66,0.96,4.06,4.91,49.77,"Zn","","","Yes",6.66,5.05,6.62,"C2/c",12.83,40.67,18.53,90.0,109.99,90.0,9085.11,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"REZXUQ","",4846.42,1754.08,0.86,2.37,0.36,7.36,11.68,47.87,"Cr","","","Yes",15.26,13.96,15.26,"P-62c",20.04,20.04,22.91,90.0,90.0,120.0,7968.71,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"TOWNEA","PCN-245",3059.02,2198.94,0.7,0.98,0.72,5.18,6.6,50.76,"Fe","","","Yes",8.82,7.78,8.82,"P43212",21.76,21.76,35.3,90.0,90.0,90.0,16709.38,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"VUQJUN","",2185.66,1727.96,0.67,0.84,0.79,4.08,5.43,45.36,"Mn","","","Yes",11.32,10.23,11.32,"P-1",13.82,15.38,24.38,100.41,95.25,101.09,4959.46,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"VUQJUN01","",2190.38,1731.69,0.67,0.84,0.79,4.08,5.43,45.4,"Mn","","","Yes",11.33,10.26,11.33,"P-1",13.82,15.38,24.38,100.41,95.25,101.09,4959.46,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"VUQKAU","",1555.46,1566.78,0.58,0.57,1.01,3.27,4.08,42.85,"Mn","","","Yes",5.04,4.46,5.04,"P21/c",13.96,18.51,12.35,90.0,113.79,90.0,2919.42,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"VUQKAU01","",1362.23,1425.24,0.56,0.53,1.05,3.02,3.78,41.14,"Mn","","","Yes",4.81,4.25,4.81,"P21/c",13.94,18.12,12.08,90.0,112.89,90.0,2810.67,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"WIZMAV02","UiO-67",3075.61,2254.93,0.73,0.99,0.73,5.2,6.64,52.13,"Zr","","","No",12.74,5.78,12.74,"Fm-3m",26.78,26.78,26.78,90.0,90.0,90.0,19212.23,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"XIGFOJ","",1962.03,1357.79,0.75,1.09,0.69,3.79,5.92,43.55,"Cd","","","Yes",18.91,18.73,18.91,"Pbcn",24.5,45.85,9.04,90.0,90.0,90.0,10153.46,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"YEDKUO","MIL-88D",3352.39,2774.06,0.65,0.79,0.83,5.54,6.47,57.2,"Cr","","","Yes",6.88,4.84,6.17,"P-62c",12.16,12.16,27.2,90.0,90.0,120.0,3485.43,"787-70-2","4,4'-biphenyldicarboxylate","[""1,1'-Biphenyl-4,4'-dicarboxylate"", ""4,4'-biphenyl-1,1'-dicarboxylate"", ""biphenyl-4,4'-dicarboxylate"", ""[1,1'-biphenyl]-4,4'-dicarboxylate"", ""4,4'-biphenyldicarboxylate""]",204.19,"C1(=CC=C(C=C1)C(=O)O)C1=CC=C(C=C1)C(=O)O","OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)O","Yes","BLD Pharm",500.0,0.29412,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"DEJCIF","",928.93,1275.41,0.54,0.39,1.37,2.45,2.96,41.94,"Cu","","","Yes",5.08,4.58,5.07,"P21/c",7.34,10.75,14.03,90.0,90.78,90.0,1106.15,"490-11-9","3,4-Pyridinedicarboxylate","[""3,4-Pyridinedicarboxylate"", ""Pyridine-3,4-dicarboxylate""]",167.12,"N1=CC(=C(C=C1)C(=O)O)C(=O)O","OC(=O)c1cnccc1C(=O)O","Yes","Chemenu",1000.0,0.3053,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"DEPXAY","",2004.14,2144.58,0.64,0.6,1.07,3.85,4.58,51.39,"Zn","","","Yes",5.3,3.95,5.28,"Pbca",14.22,14.45,27.87,90.0,90.0,90.0,5722.87,"490-11-9","3,4-Pyridinedicarboxylate","[""3,4-Pyridinedicarboxylate"", ""Pyridine-3,4-dicarboxylate""]",167.12,"N1=CC(=C(C=C1)C(=O)O)C(=O)O","OC(=O)c1cnccc1C(=O)O","Yes","Chemenu",1000.0,0.3053,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"MULQOA","",1620.33,2093.52,0.63,0.49,1.29,3.35,3.95,53.15,"Zn","","","Yes",5.83,5.12,5.79,"P21/n",11.74,18.93,13.01,90.0,112.32,90.0,2674.94,"570-22-9","imidazole-4,5-dicarboxylate","[""Imidazole-4,5-dicarboxylate"", ""4,5-imidazoledicarboxylate""]",156.1,"N1C=NC(=C1C(=O)O)C(=O)O","OC(=O)c1[nH]cnc1C(=O)O","Yes","Chemenu",1000.0,0.3053,0.95,"","","","","","","","","","","","","","","","","","","","","",""
"WIJDAV","",924.95,1338.51,0.53,0.36,1.45,2.44,2.89,43.09,"Zn","","","No",6.74,5.5,6.71,"P21/n",11.69,18.0,14.17,90.0,111.01,90.0,2783.65,"570-22-9","imidazole-4,5-dicarboxylate","[""Imidazole-4,5-dicarboxylate"", ""4,5-imidazoledicarboxylate""]",156.1,"N1C=NC(=C1C(=O)O)C(=O)O","OC(=O)c1[nH]cnc1C(=O)O","Yes","Chemenu",1000.0,0.3053,0.95,"","","","","","","","","","","","","","","","","","","","","",""
"FAGREM","",992.75,1454.62,0.56,0.38,1.47,2.53,3.0,45.39,"Zn","","","Yes",7.38,6.89,7.38,"P212121",10.92,17.13,17.21,90.0,90.0,90.0,3217.67,"528-44-9","benzene-1,2,4-tricarboxylate","[""4-carboxybenzene-1,2-dicarboxylate"", ""benzene-1,2,4-tricarboxylate""]",210.14,"C(=O)(O)C=1C=C(C(=CC1)C(=O)O)C(=O)O","OC(=O)c1cc(ccc1C(=O)O)C(=O)O","Yes","TCI Chemicals",500.0,0.31808,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"HOZFIN","",2287.9,1771.67,0.65,0.84,0.77,4.21,5.52,45.24,"Li","","","Yes",11.7,10.43,11.7,"P-31c",18.61,18.61,19.37,90.0,90.0,120.0,5811.21,"528-44-9","benzene-1,2,4-tricarboxylate","[""4-carboxybenzene-1,2-dicarboxylate"", ""benzene-1,2,4-tricarboxylate""]",210.14,"C(=O)(O)C=1C=C(C(=CC1)C(=O)O)C(=O)O","OC(=O)c1cc(ccc1C(=O)O)C(=O)O","Yes","TCI Chemicals",500.0,0.31808,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"KUNLAH","",1118.69,1523.74,0.57,0.42,1.36,2.7,3.23,45.51,"Zn","","","Yes",8.03,7.13,8.02,"Cmc21",29.56,28.86,17.72,90.0,90.0,90.0,15111.46,"528-44-9","benzene-1,2,4-tricarboxylate","[""4-carboxybenzene-1,2-dicarboxylate"", ""benzene-1,2,4-tricarboxylate""]",210.14,"C(=O)(O)C=1C=C(C(=CC1)C(=O)O)C(=O)O","OC(=O)c1cc(ccc1C(=O)O)C(=O)O","Yes","TCI Chemicals",500.0,0.31808,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"LAGWUN","",969.01,1426.73,0.57,0.39,1.47,2.5,3.0,45.57,"Zn","","","Yes",7.27,6.61,7.27,"P212121",10.83,17.05,17.29,90.0,90.0,90.0,3192.99,"528-44-9","benzene-1,2,4-tricarboxylate","[""4-carboxybenzene-1,2-dicarboxylate"", ""benzene-1,2,4-tricarboxylate""]",210.14,"C(=O)(O)C=1C=C(C(=CC1)C(=O)O)C(=O)O","OC(=O)c1cc(ccc1C(=O)O)C(=O)O","Yes","TCI Chemicals",500.0,0.31808,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"QOFKUT","",863.38,1132.35,0.54,0.41,1.31,2.36,2.96,40.01,"Cu","","","Yes",5.3,4.62,5.28,"I41/a",16.65,16.65,16.34,90.0,90.0,90.0,4531.21,"4498-67-3","1H-indazole-3-carboxylate","[""3-carboxylate-1H-indazol-1-yl""]",162.15,"C(=O)(O)C1=N[N]C2=CC=CC=C12","C(=O)(O)C1=N[N]C2=CC=CC=C12","Yes","Chemenu",500.0,0.33712,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"NEYZAU","",2241.29,2112.21,0.62,0.66,0.94,4.15,4.97,49.3,"Mg","","","Yes",4.67,4.09,4.65,"I-42d",16.96,16.96,7.61,90.0,90.0,90.0,2189.11,"956086-95-6","6-oxo-2-thioxo-1,2,3,6-tetrahydropyrimidin-4-olate","[""6-oxo-2-thioxo-1,2,3,6-tetrahydropyrimidin-4-olate""]",144.15,"O=C1C=C(NC(N1)=S)O","Oc1cc(=O)[nH]c(=S)[nH]1","Yes","Carbosynth",1000.0,0.344,"","","","","","","","","","","","","","","","","","","","","","",""
"WOHQAN","",769.14,1173.96,0.52,0.34,1.53,2.24,2.66,41.76,"Mn","Cu","","Yes",6.17,4.16,6.17,"P-1",12.35,12.47,14.1,97.15,108.38,119.32,1690.65,"38521-46-9","2-sulfanylidene-1H-pyridine-3-carboxylate","[""2-sulfidopyridine-3-carboxylate""]",154.17,"SC1=NC=CC=C1C(=O)O","OC(=O)c1cccnc1S","Yes","PIChemicals",1000.0,0.3612,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"ULUVUT","",1652.16,1898.67,0.64,0.56,1.15,3.39,4.14,49.65,"Zn","","","No",5.14,4.76,5.14,"Cc",13.33,15.33,8.78,90.0,131.2,90.0,1349.65,"4418-61-5","2H-tetrazol-5-amine","[""5-aminetetrazolate""]",85.07,"N=1NN=NC1N","Nc1n[nH]nn1","Yes","Glentham",500.0,0.38976,"","","","","","","","","","","","","","","","","","","","","","",""
"USUBUG","",1698.26,1931.44,0.64,0.56,1.14,3.45,4.18,49.67,"Zn","","","No",5.38,5.05,5.38,"Cc",13.46,15.12,8.96,90.0,131.57,90.0,1363.79,"4418-61-5","2H-tetrazol-5-amine","[""5-aminetetrazolate""]",85.07,"N=1NN=NC1N","Nc1n[nH]nn1","Yes","Glentham",500.0,0.38976,"","","","","","","","","","","","","","","","","","","","","","",""
"KIJPUQ","",1723.11,1795.93,0.62,0.59,1.04,3.48,4.29,46.76,"Cd","","","Yes",4.84,4.05,4.83,"P212121",9.74,10.0,26.3,90.0,90.0,90.0,2560.0,"499-83-2","Pyridine-2,6-dicarboxylate","[""Pyridine-2,6-dicarboxylate""]",167.12,"N1=C(C=CC=C1C(=O)O)C(=O)O","OC(=O)c1cccc(n1)C(=O)O","Yes","SigmaAldrich",500.0,0.41,"","","","","","","","","","","","","","","","","","","","","","",""
"NAPZOV","#REF!",682.63,1007.23,0.54,0.37,1.48,2.12,2.67,40.46,"Cd","","","Yes",5.16,4.11,5.15,"#REF!","","","","","","","","499-49-0","5-methylbenzene-1,3-dicarboxylate","[""5-methylisophthalate""]",180.16,"CC=1C=C(C=C(C(=O)O)C1)C(=O)O","Cc1cc(cc(c1)C(=O)O)C(=O)O","Yes","Chemenu",500.0,0.43344,0.95,"","","","","","","","","","","","","","","","","","","","","",""
"QOPZIF","",1739.71,1861.11,0.64,0.6,1.07,3.51,4.34,48.51,"Zn","","","Yes",6.78,4.16,6.74,"P212121",16.22,17.17,18.1,90.0,90.0,90.0,5041.54,"499-49-0","5-methylbenzene-1,3-dicarboxylate","[""5-methylisophthalate""]",180.16,"CC=1C=C(C=C(C(=O)O)C1)C(=O)O","Cc1cc(cc(c1)C(=O)O)C(=O)O","Yes","Chemenu",500.0,0.43344,0.95,"","","","","","","","","","","","","","","","","","","","","",""
"FOJKIA","",1295.08,1386.95,0.53,0.49,1.07,2.93,3.6,40.04,"Mg","","","No",5.14,4.15,5.14,"P21/c",7.17,12.81,17.32,90.0,90.93,90.0,1590.84,"605-70-9","Naphthalene-1,4-dicarboxylate","[""naphthalene-1,4-dicarboxylate"", ""Naphthalene-1,4-dicarboxylate""]",216.19,"C1(=CC=C(C2=CC=CC=C12)C(=O)O)C(=O)O","OC(=O)c1ccc(c2c1cccc2)C(=O)O","Yes","AmBeed",500.0,0.44548,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"IGINIX","",1373.16,1748.75,0.57,0.45,1.27,3.03,3.58,47.35,"Zn","","","Yes",5.75,3.85,5.66,"P21/n",14.0,12.17,14.67,90.0,105.87,90.0,2404.32,"100-26-5","pyridine-2,5-dicarboxylate","[""pyridine-2,5-dicarboxylate""]",167.12,"N1=C(C=CC(=C1)C(=O)O)C(=O)O","OC(=O)c1ccc(cn1)C(=O)O","Yes","AmBeed",1000.0,0.5117,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"IGINIX01","",1366.85,1739.17,0.57,0.45,1.27,3.02,3.58,47.2,"Zn","","","Yes",5.76,3.83,5.74,"P21/n",14.09,12.14,14.63,90.0,106.05,90.0,2406.45,"100-26-5","pyridine-2,5-dicarboxylate","[""pyridine-2,5-dicarboxylate""]",167.12,"N1=C(C=CC(=C1)C(=O)O)C(=O)O","OC(=O)c1ccc(cn1)C(=O)O","Yes","AmBeed",1000.0,0.5117,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"KAYBIX","",1102.37,1338.7,0.5,0.42,1.21,2.67,3.22,40.37,"Ca","","","Yes",5.69,5.49,5.69,"P21/n",6.45,10.97,16.1,90.0,99.78,90.0,1122.26,"100-26-5","pyridine-2,5-dicarboxylate","[""pyridine-2,5-dicarboxylate""]",167.12,"N1=C(C=CC(=C1)C(=O)O)C(=O)O","OC(=O)c1ccc(cn1)C(=O)O","Yes","AmBeed",1000.0,0.5117,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"KIYQEQ","",1405.01,1762.89,0.57,0.46,1.25,3.07,3.64,47.37,"Zn","","","Yes",5.83,3.92,5.83,"P21/n",14.62,12.29,14.14,90.0,106.07,90.0,2440.35,"100-26-5","pyridine-2,5-dicarboxylate","[""pyridine-2,5-dicarboxylate""]",167.12,"N1=C(C=CC(=C1)C(=O)O)C(=O)O","OC(=O)c1ccc(cn1)C(=O)O","Yes","AmBeed",1000.0,0.5117,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"KIYQIU","",1277.32,1638.51,0.56,0.44,1.28,2.9,3.45,45.82,"Zn","","","Yes",5.86,4.09,5.86,"P21/n",14.21,12.18,14.28,90.0,105.09,90.0,2386.98,"100-26-5","pyridine-2,5-dicarboxylate","[""pyridine-2,5-dicarboxylate""]",167.12,"N1=C(C=CC(=C1)C(=O)O)C(=O)O","OC(=O)c1ccc(cn1)C(=O)O","Yes","AmBeed",1000.0,0.5117,0.98,"","","","","","","","","","","","","","","","","","","","","",""
"DEJJIN","MOF-123",1496.61,1730.76,0.63,0.55,1.16,3.19,3.97,47.78,"Zn","","","Yes",9.03,5.93,8.88,"C2/m",18.78,17.83,14.36,90.0,93.83,90.0,4796.7,"610-29-7","2-Nitrobenzene-1,4-dicarboxylate","[""2-Nitroterephthalate"", ""2-Nitro-1,4-benzenedicarboxylate""]",211.13,"N(=O)(O)C1=C(C(=O)O)C=CC(=C1)C(=O)O","ON(=O)c1cc(ccc1C(=O)O)C(=O)O","Yes","Chemenu",500.0,0.54524,0.97,"","","","","","","","","","","","","","","","","","","","","",""
"HAWWEK","",3192.37,2614.48,0.68,0.83,0.82,5.35,6.32,55.22,"Cu","","","No",6.09,4.09,6.08,"Fdd2",18.9,14.85,12.93,90.0,90.0,90.0,3628.97,"290-37-9","Pyrazine","[""Pyrazine""]",80.09,"N1=CC=NC=C1","n1ccncc1","Yes","AKSci",100.0,0.5848,"","","","","","","","","","","","","","","","","","","","","","",""
"SIKGAW","",2684.58,2386.29,0.65,0.73,0.89,4.71,5.58,52.5,"Cu","","","No",4.93,4.21,4.93,"P21/c",10.84,18.13,17.56,90.0,104.3,90.0,3343.56,"290-37-9","Pyrazine","[""Pyrazine""]",80.09,"N1=CC=NC=C1","n1ccncc1","Yes","AKSci",100.0,0.5848,"","","","","","","","","","","","","","","","","","","","","","",""
